2289,2371,4
2289,25,6
2294,25,4
2297,25,8
2297,2265,8
2312,25,4
2315,25,8
2315,2744,6
2315,3157,6
2346,25,10
2369,25,6
2371,2289,4
2371,8,18
2371,3,10
2371,18,4
2371,12,8
2371,26,34
2371,88,6
2371,1222,24
2371,411,6
2371,2267,8
2371,2593,6
2371,25,38
2371,638,6
2371,10,14
2371,13,26
2371,2667,16
2371,2390,4
2371,4,8
2373,25,12
2373,2662,6
2378,2744,54
2390,2371,4
2396,2600,4
2420,25,10
2423,2630,4
2461,2633,6
2463,25,4
2470,25,8
2473,25,6
2517,25,6
2593,25,18
2593,2598,8
2593,2371,6
2593,2265,6
2598,13,18
2598,25,16
2598,2593,8
2598,7,8
2598,3251,20
2600,1658,6
2600,2396,4
2607,1924,4
2607,2020,4
2607,25,6
2614,601,6
2614,1573,6
2614,25,8
2614,1687,6
2620,25,4
2630,25,6
2630,2022,6
2630,2423,4
2631,25,14
2632,25,14
2632,10,6
2632,9,4
2632,3157,4
2632,4087,6
2633,25,4
2633,2033,6
2633,2461,6
2660,25,22
2660,10,10
2660,411,8
2660,2720,12
2660,2744,6
2660,638,4
2660,3943,10
2662,9,8
2662,25,16
2662,2373,6
2663,1855,4
2663,1615,4
2667,2371,16
2667,25,18
2667,13,24
2667,8,18
2667,10,10
2667,1840,8
2667,3979,8
2708,25,22
2720,25,24
2720,10,6
2720,1608,4
2720,2660,12
2720,411,6
2744,574,6
2744,2378,54
2744,25,22
2744,3157,8
2744,2315,6
2744,112,6
2744,640,6
2744,766,6
2744,514,10
2744,2170,4
2744,2660,6
2744,10,10
2744,1222,4
2744,411,28
2744,1791,4
2744,2267,4
2744,392,8
2744,2154,4
2811,3416,4
2934,25,4
2955,25,10
2955,3984,10
3157,25,10
3157,2744,8
3157,10,8
3157,2632,4
3157,2315,6
3157,392,6
3182,25,4
3251,25,16
3251,7,8
3251,13,8
3251,2598,20
3251,24,6
3251,5,6
3416,2811,4
3416,25,4
3447,25,4
3510,25,14
3518,25,4
3522,25,16
3610,25,6
3709,3749,18
3709,25,10
3709,3943,6
3717,25,4
3733,25,10
3749,9,4
3749,3709,18
3749,2241,6
3749,25,14
3834,25,6
3855,25,14
3859,3860,16
3860,25,12
3860,10,6
3860,9,4
3860,3859,16
3860,3984,4
3860,3937,28
3860,3943,4
3860,3873,4
3862,25,6
3873,3882,4
3873,25,10
3873,3860,4
3877,25,8
3877,3904,10
3882,3873,4
3882,25,14
3904,3877,10
3930,25,8
3937,25,6
3937,3860,28
3943,25,16
3943,10,8
3943,3709,6
3943,2142,4
3943,2660,10
3943,3860,4
3962,25,4
3964,25,6
3979,25,6
3979,2667,8
3984,25,24
3984,985,10
3984,2955,10
3984,3860,4
3994,25,4
4023,25,4
4033,25,4
4049,25,8
4049,411,4
4087,25,6
4087,752,6
4087,900,6
4087,2632,6
4087,910,6
4087,914,6
4087,376,6
4277,25,8
