25,3862,0,1,2,0
25,2142,0,0,3,0
25,2140,0,1,2,0
25,347,0,0,2,0
25,3860,0,0,6,0
25,3930,0,2,2,0
25,2631,0,5,2,0
25,1798,0,1,2,0
25,2165,0,0,2,0
25,3733,0,3,2,0
25,3943,0,2,6,0
25,2203,0,0,2,0
25,1608,0,0,3,0
25,3717,0,0,2,0
25,1573,0,1,3,0
25,3962,0,0,2,1
25,3964,0,1,2,0
25,3834,0,0,3,0
25,3937,0,0,3,0
25,3979,0,0,3,0
25,3984,0,8,4,1
25,726,1,4,2,0
25,3994,0,0,2,1
25,4023,0,0,2,0
25,186,0,0,2,0
25,1237,0,0,2,0
25,4087,0,0,3,0
25,4033,0,0,2,0
25,4049,0,1,3,0
25,4277,0,2,2,0
26,25,1,6,3,0
26,2371,0,15,2,0
32,25,0,0,2,0
38,1867,0,7,2,0
44,8,0,0,2,0
48,25,1,0,3,0
48,13,1,0,2,0
48,10,0,0,2,0
48,1808,0,0,2,0
48,716,0,0,2,0
88,2371,0,1,2,0
112,2744,1,0,2,0
186,25,0,0,2,0
229,1791,0,0,2,0
229,25,0,0,3,0
245,25,0,0,2,0
258,25,0,0,2,0
261,8,0,0,2,0
285,25,0,1,2,0
290,25,0,1,2,0
343,25,1,2,2,0
347,25,0,0,2,0
358,25,0,1,2,0
362,25,0,1,2,0
376,4087,1,0,2,0
392,2744,1,0,3,1
392,3157,0,0,3,0
403,25,0,1,2,0
411,25,1,4,7,0
411,2371,0,0,3,0
411,2660,0,0,4,0
411,2720,0,0,3,0
411,2744,0,11,3,0
411,4049,0,0,2,0
474,25,0,5,2,0
475,25,0,0,2,0
514,2744,0,3,2,0
550,25,0,0,2,0
574,2744,1,0,2,0
601,2614,1,0,2,0
638,25,1,3,5,0
638,2371,0,0,3,0
638,2265,1,0,2,0
638,2660,0,0,2,0
640,2744,1,0,2,0
716,48,0,0,2,0
726,25,1,4,2,0
752,4087,1,0,2,0
764,25,0,0,2,0
766,2744,1,0,2,0
767,25,1,0,2,0
804,25,0,0,2,1
837,25,0,0,2,0
859,25,0,0,2,0
900,4087,1,0,2,0
910,4087,1,0,2,0
914,4087,1,0,2,0
926,25,1,3,2,0
978,25,0,0,2,0
985,3984,0,3,2,0
1011,1791,0,0,2,0
1222,25,0,4,5,2
1222,2371,0,9,3,0
1222,13,0,18,3,4
1222,2744,0,0,2,7
1237,25,0,0,2,0
1349,10,1,0,2,0
1349,25,0,0,2,0
1398,25,0,0,2,0
1419,25,0,2,2,0
1419,10,1,6,2,1
1573,2614,1,0,2,0
1573,25,0,1,3,0
1608,2720,0,0,2,0
1608,25,0,0,3,0
1615,25,0,2,3,0
1615,10,1,3,3,1
1615,8,0,2,2,0
1615,2663,0,0,2,1
1657,25,1,4,2,0
1658,2600,0,1,2,0
1679,2238,0,0,2,0
1679,25,0,0,3,0
1687,2614,1,0,2,0
1723,25,0,0,2,0
1771,25,0,1,2,0
1791,229,0,0,2,0
1791,10,0,0,3,0
1791,1011,0,0,2,0
1791,25,0,3,4,0
1791,2744,0,0,2,0
1798,25,0,1,2,0
1808,48,0,0,2,0
1810,25,0,0,2,0
1828,25,0,0,2,0
1839,25,0,0,2,0
1840,25,0,0,3,0
1840,2667,0,2,2,0
1852,25,1,3,2,0
1855,2663,0,0,2,1
1867,38,0,7,2,0
1924,2607,0,0,2,0
1933,25,0,0,2,0
2020,2607,0,0,2,0
2022,2630,1,0,2,0
2033,2633,1,0,2,0
2073,25,0,1,2,0
2130,25,0,0,2,0
2139,25,0,3,2,0
2140,25,0,1,2,0
2142,25,0,0,3,0
2142,3943,0,0,2,0
2154,2744,0,0,2,0
2154,25,0,0,3,0
2165,25,0,0,2,0
2170,25,0,0,3,0
2170,2744,0,0,2,0
2199,25,1,3,2,0
2203,25,0,0,2,0
2210,10,0,0,2,0
2210,25,0,0,2,0
2238,10,0,0,3,0
2238,1679,0,0,2,0
2238,25,0,1,4,0
2241,3749,1,0,2,0
2265,25,1,3,5,0
2265,10,0,0,2,0
2265,638,1,0,2,0
2265,2593,1,0,2,0
2265,2297,2,0,2,0
2267,25,0,0,4,0
2267,2371,0,2,2,0
2267,2744,0,0,2,0
2289,2371,0,0,2,0
2289,25,0,0,3,0
2294,25,0,0,2,0
2297,25,1,0,3,0
2297,2265,2,0,2,0
2312,25,0,0,2,0
2315,25,0,0,4,1
2315,2744,0,0,3,2
2315,3157,0,0,3,0
2346,25,0,3,2,0
2369,25,0,1,2,0
2371,2289,0,0,2,0
2371,8,0,5,4,0
2371,3,0,3,2,0
2371,18,0,0,2,0
2371,12,0,2,2,0
2371,26,0,15,2,0
2371,88,0,1,2,0
2371,1222,0,9,3,0
2371,411,0,0,3,0
2371,2267,0,2,2,0
2371,2593,0,1,2,0
2371,25,0,2,17,0
2371,638,0,0,3,0
2371,10,0,0,7,0
2371,13,0,8,5,0
2371,2667,0,4,4,5
2371,2390,0,0,2,0
2371,4,0,2,2,0
2373,25,1,2,3,0
2373,2662,1,0,2,0
2378,2744,0,25,2,1
2390,2371,0,0,2,0
2396,2600,0,0,2,1
2420,25,0,3,2,0
2423,2630,0,0,2,0
2461,2633,1,0,2,1
2463,25,0,0,2,0
2470,25,1,1,2,0
2473,25,0,1,2,0
2517,25,0,1,2,0
2593,25,2,2,5,0
2593,2598,1,1,2,2
2593,2371,0,1,2,0
2593,2265,1,0,2,0
2598,13,1,5,3,0
2598,25,1,1,6,0
2598,2593,1,1,2,2
2598,7,1,0,3,0
2598,3251,1,5,4,2
2600,1658,0,1,2,0
2600,2396,0,0,2,1
2607,1924,0,0,2,0
2607,2020,0,0,2,0
2607,25,0,1,2,0
2614,601,1,0,2,0
2614,1573,1,0,2,0
2614,25,0,1,3,0
2614,1687,1,0,2,0
2620,25,0,0,2,0
2630,25,0,1,2,0
2630,2022,1,0,2,0
2630,2423,0,0,2,0
2631,25,0,5,2,0
2632,25,0,3,4,0
2632,10,0,0,3,0
2632,9,0,0,2,0
2632,3157,0,0,2,0
2632,4087,1,0,2,2
2633,25,0,0,2,0
2633,2033,1,0,2,0
2633,2461,1,0,2,1
2660,25,0,3,8,0
2660,10,0,0,5,0
2660,411,0,0,4,0
2660,2720,0,3,3,0
2660,2744,0,0,3,0
2660,638,0,0,2,0
2660,3943,0,3,2,0
2662,9,0,2,2,0
2662,25,0,5,3,0
2662,2373,1,0,2,0
2663,1855,0,0,2,1
2663,1615,0,0,2,1
2667,2371,0,4,4,5
2667,25,0,2,7,0
2667,13,0,8,4,1
2667,8,0,5,4,0
2667,10,0,1,4,0
2667,1840,0,2,2,0
2667,3979,1,1,2,5
2708,25,1,8,2,2
2720,25,0,7,5,0
2720,10,0,0,3,0
2720,1608,0,0,2,0
2720,2660,0,3,3,0
2720,411,0,0,3,0
2744,574,1,0,2,0
2744,2378,0,25,2,1
2744,25,0,0,11,2
2744,3157,0,0,4,0
2744,2315,0,0,3,2
2744,112,1,0,2,0
2744,640,1,0,2,0
2744,766,1,0,2,0
2744,514,0,3,2,0
2744,2170,0,0,2,0
2744,2660,0,0,3,0
2744,10,0,0,5,0
2744,1222,0,0,2,7
2744,411,0,11,3,0
2744,1791,0,0,2,0
2744,2267,0,0,2,0
2744,392,1,0,3,1
2744,2154,0,0,2,0
2811,3416,0,0,2,3
2934,25,0,0,2,0
2955,25,0,2,3,0
2955,3984,0,3,2,0
3157,25,0,0,5,0
3157,2744,0,0,4,0
3157,10,0,0,4,0
3157,2632,0,0,2,0
3157,2315,0,0,3,0
3157,392,0,0,3,0
3182,25,0,0,2,0
3251,25,1,0,7,0
3251,7,1,0,3,0
3251,13,1,0,3,0
3251,2598,1,5,4,2
3251,24,1,0,2,0
3251,5,1,0,2,0
3416,2811,0,0,2,3
3416,25,0,0,2,0
3447,25,0,0,2,0
3510,25,0,5,2,1
3518,25,0,0,2,0
3522,25,1,5,2,0
3610,25,0,1,2,0
3709,3749,1,6,2,7
3709,25,0,1,4,0
3709,3943,0,1,2,0
3717,25,0,0,2,0
3733,25,0,3,2,0
3749,9,0,0,2,0
3749,3709,1,6,2,7
3749,2241,1,0,2,0
3749,25,0,4,3,0
3834,25,0,0,3,0
3855,25,0,5,2,1
3859,3860,0,6,2,0
3860,25,0,0,6,0
3860,10,0,0,3,0
3860,9,0,0,2,0
3860,3859,0,6,2,0
3860,3984,0,0,2,0
3860,3937,0,12,2,0
3860,3943,0,0,2,0
3860,3873,0,0,2,1
3862,25,0,1,2,0
3873,3882,0,0,2,2
3873,25,0,1,4,0
3873,3860,0,0,2,1
3877,25,1,1,2,0
3877,3904,1,2,2,5
3882,3873,0,0,2,2
3882,25,0,4,3,0
3904,3877,1,2,2,5
3930,25,0,2,2,0
3937,25,0,0,3,0
3937,3860,0,12,2,0
3943,25,0,2,6,0
3943,10,0,0,4,0
3943,3709,0,1,2,0
3943,2142,0,0,2,0
3943,2660,0,3,2,0
3943,3860,0,0,2,0
3962,25,0,0,2,1
3964,25,0,1,2,0
3979,25,0,0,3,0
3979,2667,1,1,2,5
3984,25,0,8,4,1
3984,985,0,3,2,0
3984,2955,0,3,2,0
3984,3860,0,0,2,0
3994,25,0,0,2,1
4023,25,0,0,2,0
4033,25,0,0,2,0
4049,25,0,1,3,0
4049,411,0,0,2,0
4087,25,0,0,3,0
4087,752,1,0,2,0
4087,900,1,0,2,0
4087,2632,1,0,2,2
4087,910,1,0,2,0
4087,914,1,0,2,0
4087,376,1,0,2,0
4277,25,0,2,2,0
